docNo,customer,date,total,discount,lineNo,product,qty,price,lineAmt
SI-716,C-237,2014/5/20,87378.67,16,5,P-3165,192,5.33,1023.36
SI-716,C-237,2014/5/20,87378.67,16,6,P-8173,208,6.02,1252.16
SI-716,C-237,2014/5/20,87378.67,16,7,P-8206,117,31.03,3630.51
SI-716,C-237,2014/5/20,87378.67,16,8,P-9519,87,690.20,60047.40
SI-716,C-237,2014/5/20,87378.67,16,9,P-2397,97,328.68,31881.96
SI-716,C-237,2014/5/20,87378.67,16,10,P-1618,213,0.02,4.26
SI-819,C-849,2015/12/20,90206.34,34,1,P-3083,148,1.20,177.60
SI-819,C-849,2015/12/20,90206.34,34,2,P-8676,129,9.17,1182.93
SI-819,C-849,2015/12/20,90206.34,34,3,P-9520,194,688.75,133617.50
SI-819,C-849,2015/12/20,90206.34,34,4,P-3622,174,9.76,1698.24
SI-352,C-237,2015/9/11,133473.88,36,1,P-2549,163,99.72,16254.36
SI-352,C-237,2015/9/11,133473.88,36,2,P-2479,7,0.54,3.78
SI-352,C-237,2015/9/11,133473.88,36,3,P-2154,32,15.62,499.84
SI-352,C-237,2015/9/11,133473.88,36,4,P-3622,179,9.76,1747.04
SI-352,C-237,2015/9/11,133473.88,36,5,P-9419,103,0.57,58.71
SI-352,C-237,2015/9/11,133473.88,36,6,P-0311,210,57.00,11970.00
SI-352,C-237,2015/9/11,133473.88,36,7,P-8206,125,31.03,3878.75
SI-352,C-237,2015/9/11,133473.88,36,8,P-1141,126,7.42,934.92
SI-352,C-237,2015/9/11,133473.88,36,9,P-7533,171,944.39,161490.69
SI-352,C-237,2015/9/11,133473.88,36,10,P-4542,215,53.97,11603.55
SI-352,C-237,2015/9/11,133473.88,36,11,P-1324,159,0.70,111.30
SI-584,C-785,2016/6/21,13427.97,1,1,P-2668,94,0.78,73.32
SI-584,C-785,2016/6/21,13427.97,1,2,P-8213,93,0.39,36.27
SI-584,C-785,2016/6/21,13427.97,1,3,P-2313,40,2.59,103.60
SI-584,C-785,2016/6/21,13427.97,1,4,P-6936,14,556.30,7788.20
SI-584,C-785,2016/6/21,13427.97,1,5,P-4693,20,1.40,28.00
SI-584,C-785,2016/6/21,13427.97,1,6,P-2154,8,15.62,124.96
SI-584,C-785,2016/6/21,13427.97,1,7,P-3832,29,0.10,2.90
SI-584,C-785,2016/6/21,13427.97,1,8,P-4291,64,0.42,26.88
SI-584,C-785,2016/6/21,13427.97,1,9,P-8645,11,3.58,39.38
SI-584,C-785,2016/6/21,13427.97,1,10,P-0770,122,31.69,3866.18
SI-584,C-785,2016/6/21,13427.97,1,11,P-0228,196,7.52,1473.92
SI-236,C-013,2014/2/7,8930.08,31,1,P-7849,145,0.51,73.95
SI-236,C-013,2014/2/7,8930.08,31,2,P-9828,80,34.81,2784.80
SI-236,C-013,2014/2/7,8930.08,31,3,P-2402,23,6.25,143.75
SI-236,C-013,2014/2/7,8930.08,31,4,P-9366,119,0.58,69.02
SI-236,C-013,2014/2/7,8930.08,31,5,P-3501,207,4.57,945.99
SI-236,C-013,2014/2/7,8930.08,31,6,P-8016,189,0.27,51.03
SI-236,C-013,2014/2/7,8930.08,31,7,P-9367,38,0.26,9.88
SI-236,C-013,2014/2/7,8930.08,31,8,P-4775,148,59.89,8863.72
SI-476,C-451,2014/9/24,6744.45,1,1,P-4000,16,0.18,2.88
SI-476,C-451,2014/9/24,6744.45,1,2,P-8645,174,3.58,622.92
SI-476,C-451,2014/9/24,6744.45,1,3,P-0640,126,37.25,4693.50
SI-476,C-451,2014/9/24,6744.45,1,4,P-3397,60,4.17,250.20
SI-476,C-451,2014/9/24,6744.45,1,5,P-9366,138,0.58,80.04
SI-476,C-451,2014/9/24,6744.45,1,6,P-9271,69,7.90,545.10
SI-476,C-451,2014/9/24,6744.45,1,7,P-7568,61,0.42,25.62
SI-476,C-451,2014/9/24,6744.45,1,8,P-8016,125,0.27,33.75
SI-476,C-451,2014/9/24,6744.45,1,9,P-3303,189,0.46,86.94
SI-476,C-451,2014/9/24,6744.45,1,10,P-4291,179,0.42,75.18
SI-476,C-451,2014/9/24,6744.45,1,11,P-3083,215,1.20,258.00
SI-476,C-451,2014/9/24,6744.45,1,12,P-1198,195,0.71,138.45
SI-375,C-027,2014/6/25,23414.40,39,1,P-9452,128,3.26,417.28
SI-375,C-027,2014/6/25,23414.40,39,2,P-5453,74,9.59,709.66
SI-375,C-027,2014/6/25,23414.40,39,3,P-4957,214,70.47,15080.58
SI-375,C-027,2014/6/25,23414.40,39,4,P-8173,26,6.02,156.52
SI-375,C-027,2014/6/25,23414.40,39,5,P-8645,115,3.58,411.70
SI-375,C-027,2014/6/25,23414.40,39,6,P-4651,95,93.44,8876.80
SI-375,C-027,2014/6/25,23414.40,39,7,P-3303,94,0.46,43.24
SI-375,C-027,2014/6/25,23414.40,39,8,P-2161,71,173.62,12327.02
SI-375,C-027,2014/6/25,23414.40,39,9,P-2668,217,0.78,169.26
SI-375,C-027,2014/6/25,23414.40,39,10,P-3698,155,1.24,192.20
SI-913,C-207,2015/12/10,127692.44,4,1,P-9520,126,688.75,86782.50
SI-913,C-207,2015/12/10,127692.44,4,2,P-3095,45,2.27,102.15
SI-913,C-207,2015/12/10,127692.44,4,3,P-9452,11,3.26,35.86
SI-913,C-207,2015/12/10,127692.44,4,4,P-4758,159,0.29,46.11
SI-913,C-207,2015/12/10,127692.44,4,5,P-8866,142,324.27,46046.34
SI-918,C-398,2014/7/4,19378.81,40,1,P-8099,138,0.06,8.28
SI-918,C-398,2014/7/4,19378.81,40,2,P-8866,86,324.27,27887.22
SI-918,C-398,2014/7/4,19378.81,40,3,P-2090,69,9.61,663.09
SI-918,C-398,2014/7/4,19378.81,40,4,P-0770,118,31.69,3739.42
SI-426,C-396,2015/1/14,6948.00,17,1,P-8265,57,84.56,4819.92
SI-426,C-396,2015/1/14,6948.00,17,2,P-4651,38,93.44,3550.72
SI-426,C-396,2015/1/14,6948.00,17,3,P-8477,1,0.45,0.45
SI-121,C-237,2014/11/16,10759.04,19,1,P-8265,120,84.56,10147.20
SI-121,C-237,2014/11/16,10759.04,19,2,P-4291,172,0.42,72.24
SI-121,C-237,2014/11/16,10759.04,19,3,P-3635,65,0.73,47.45
SI-121,C-237,2014/11/16,10759.04,19,4,P-3365,37,81.51,3015.87
SI-338,C-114,2016/5/26,157211.92,23,1,P-2154,117,15.62,1827.54
SI-338,C-114,2016/5/26,157211.92,23,2,P-7431,64,1.09,69.76
SI-338,C-114,2016/5/26,157211.92,23,3,P-5489,58,4.04,234.32
SI-338,C-114,2016/5/26,157211.92,23,4,P-8213,135,0.39,52.65
SI-338,C-114,2016/5/26,157211.92,23,5,P-2397,23,328.68,7559.64
SI-338,C-114,2016/5/26,157211.92,23,6,P-9419,190,0.57,108.30
SI-338,C-114,2016/5/26,157211.92,23,7,P-8941,9,0.77,6.93
SI-338,C-114,2016/5/26,157211.92,23,8,P-7533,187,944.39,176600.93
SI-338,C-114,2016/5/26,157211.92,23,9,P-9889,133,92.19,12261.27
SI-338,C-114,2016/5/26,157211.92,23,10,P-4775,91,59.89,5449.99
SI-261,C-013,2014/5/5,90785.19,35,1,P-9520,202,688.75,139127.50
SI-261,C-013,2014/5/5,90785.19,35,2,P-8706,210,1.92,403.20
SI-261,C-013,2014/5/5,90785.19,35,3,P-7568,86,0.42,36.12
SI-261,C-013,2014/5/5,90785.19,35,4,P-0759,158,0.65,102.70
SI-757,C-504,2014/2/3,149272.63,13,1,P-7758,100,9.90,990.00
SI-757,C-504,2014/2/3,149272.63,13,2,P-9519,171,690.20,118024.20
SI-757,C-504,2014/2/3,149272.63,13,3,P-7621,150,15.17,2275.50
SI-757,C-504,2014/2/3,149272.63,13,4,P-2397,153,328.68,50288.04
SI-728,C-207,2016/11/18,17537.57,36,1,P-3365,125,81.51,10188.75
SI-728,C-207,2016/11/18,17537.57,36,2,P-8206,172,31.03,5337.16
SI-728,C-207,2016/11/18,17537.57,36,3,P-2313,20,2.59,51.80
SI-728,C-207,2016/11/18,17537.57,36,4,P-6596,206,1.41,290.46
SI-728,C-207,2016/11/18,17537.57,36,5,P-2161,63,173.62,10938.06
SI-728,C-207,2016/11/18,17537.57,36,6,P-5489,147,4.04,593.88
SI-728,C-207,2016/11/18,17537.57,36,7,P-2668,3,0.78,2.34
SI-665,C-451,2014/10/8,14152.96,2,1,P-4000,128,0.18,23.04
SI-665,C-451,2014/10/8,14152.96,2,2,P-3622,203,9.76,1981.28
SI-665,C-451,2014/10/8,14152.96,2,3,P-8541,12,581.72,6980.64
SI-665,C-451,2014/10/8,14152.96,2,4,P-8645,211,3.58,755.38
SI-665,C-451,2014/10/8,14152.96,2,5,P-1461,62,75.83,4701.46
SI-741,C-207,2014/10/8,348.30,19,1,P-1818,15,8.32,124.80
SI-741,C-207,2014/10/8,348.30,19,2,P-4693,218,1.40,305.20
SI-926,C-351,2014/2/27,75.18,15,1,P-1314,145,0.61,88.45
SI-511,C-686,2014/7/3,53448.81,9,1,P-2313,147,2.59,380.73
SI-511,C-686,2014/7/3,53448.81,9,2,P-7533,45,944.39,42497.55
SI-511,C-686,2014/7/3,53448.81,9,3,P-9889,172,92.19,15856.68
SI-663,C-440,2014/6/14,7073.40,1,1,P-0596,79,5.79,457.41
SI-663,C-440,2014/6/14,7073.40,1,2,P-4651,71,93.44,6634.24
SI-663,C-440,2014/6/14,7073.40,1,3,P-4693,38,1.40,53.20
SI-747,C-027,2016/4/10,2285.81,32,1,P-7884,92,3.71,341.32
SI-747,C-027,2016/4/10,2285.81,32,2,P-6801,102,0.48,48.96
SI-747,C-027,2016/4/10,2285.81,32,3,P-1434,198,0.90,178.20
SI-747,C-027,2016/4/10,2285.81,32,4,P-0311,49,57.00,2793.00
SI-161,C-351,2014/12/3,30973.61,38,1,P-6936,41,556.30,22808.30
SI-161,C-351,2014/12/3,30973.61,38,2,P-1618,194,0.02,3.88
SI-161,C-351,2014/12/3,30973.61,38,3,P-8676,188,9.17,1723.96
SI-161,C-351,2014/12/3,30973.61,38,4,P-5284,47,1.58,74.26
SI-161,C-351,2014/12/3,30973.61,38,5,P-8206,64,31.03,1985.92
SI-161,C-351,2014/12/3,30973.61,38,6,P-9889,108,92.19,9956.52
SI-161,C-351,2014/12/3,30973.61,38,7,P-2668,158,0.78,123.24
SI-161,C-351,2014/12/3,30973.61,38,8,P-7758,110,9.90,1089.00
SI-161,C-351,2014/12/3,30973.61,38,9,P-7480,208,39.28,8170.24
SI-161,C-351,2014/12/3,30973.61,38,10,P-3165,102,5.33,543.66
SI-161,C-351,2014/12/3,30973.61,38,11,P-2154,211,15.62,3295.82
SI-161,C-351,2014/12/3,30973.61,38,12,P-3303,170,0.46,78.20
SI-161,C-351,2014/12/3,30973.61,38,13,P-9828,3,34.81,104.43
SI-321,C-207,2014/12/19,74383.66,20,1,P-1434,123,0.90,110.70
SI-321,C-207,2014/12/19,74383.66,20,2,P-7621,182,15.17,2760.94
SI-321,C-207,2014/12/19,74383.66,20,3,P-3365,118,81.51,9618.18
SI-321,C-207,2014/12/19,74383.66,20,4,P-4590,208,386.97,80489.76
SI-112,C-419,2014/2/3,88835.26,42,1,P-3303,98,0.46,45.08
SI-112,C-419,2014/2/3,88835.26,42,2,P-8160,97,4.31,418.07
SI-112,C-419,2014/2/3,88835.26,42,3,P-7369,214,64.48,13798.72
SI-112,C-419,2014/2/3,88835.26,42,4,P-7964,21,4.33,90.93
SI-112,C-419,2014/2/3,88835.26,42,5,P-0746,26,981.15,25509.90
SI-112,C-419,2014/2/3,88835.26,42,6,P-4291,70,0.42,29.40
SI-112,C-419,2014/2/3,88835.26,42,7,P-8676,103,9.17,944.51
SI-112,C-419,2014/2/3,88835.26,42,8,P-7932,117,897.33,104987.61
SI-112,C-419,2014/2/3,88835.26,42,9,P-3365,90,81.51,7335.90
SI-112,C-419,2014/2/3,88835.26,42,10,P-1618,206,0.02,4.12
SI-369,C-686,2014/3/23,144791.54,10,1,P-2479,219,0.54,118.26
SI-369,C-686,2014/3/23,144791.54,10,2,P-4693,207,1.40,289.80
SI-369,C-686,2014/3/23,144791.54,10,3,P-9520,100,688.75,68875.00
SI-369,C-686,2014/3/23,144791.54,10,4,P-1198,7,0.71,4.97
SI-369,C-686,2014/3/23,144791.54,10,5,P-7621,200,15.17,3034.00
SI-369,C-686,2014/3/23,144791.54,10,6,P-2313,45,2.59,116.55
SI-369,C-686,2014/3/23,144791.54,10,7,P-2763,38,7.54,286.52
SI-369,C-686,2014/3/23,144791.54,10,8,P-9519,30,690.20,20706.00
SI-369,C-686,2014/3/23,144791.54,10,9,P-9601,59,19.09,1126.31
SI-369,C-686,2014/3/23,144791.54,10,10,P-2673,176,376.83,66322.08
SI-162,C-237,2016/11/21,11490.55,14,1,P-8706,145,1.92,278.40
SI-162,C-237,2016/11/21,11490.55,14,2,P-6596,187,1.41,263.67
SI-162,C-237,2016/11/21,11490.55,14,3,P-5284,187,1.58,295.46
SI-162,C-237,2016/11/21,11490.55,14,4,P-0228,27,7.52,203.04
SI-162,C-237,2016/11/21,11490.55,14,5,P-1198,102,0.71,72.42
SI-162,C-237,2016/11/21,11490.55,14,6,P-2479,117,0.54,63.18
SI-162,C-237,2016/11/21,11490.55,14,7,P-7758,205,9.90,2029.50
SI-162,C-237,2016/11/21,11490.55,14,8,P-7431,154,1.09,167.86
SI-162,C-237,2016/11/21,11490.55,14,9,P-7369,153,64.48,9865.44
SI-162,C-237,2016/11/21,11490.55,14,10,P-5327,214,0.03,6.42
SI-162,C-237,2016/11/21,11490.55,14,11,P-1618,217,0.02,4.34
SI-162,C-237,2016/11/21,11490.55,14,12,P-2313,43,2.59,111.37
SI-644,C-849,2015/8/6,660.01,39,1,P-3165,203,5.33,1081.99
SI-381,C-653,2014/10/19,8155.35,24,1,P-2822,176,60.97,10730.72
SI-487,C-496,2015/5/26,32655.07,38,1,P-1618,158,0.02,3.16
SI-487,C-496,2015/5/26,32655.07,38,2,P-7758,154,9.90,1524.60
SI-487,C-496,2015/5/26,32655.07,38,3,P-7510,87,502.13,43685.31
SI-487,C-496,2015/5/26,32655.07,38,4,P-0770,108,31.69,3422.52
SI-487,C-496,2015/5/26,32655.07,38,5,P-5911,209,1.93,403.37
SI-487,C-496,2015/5/26,32655.07,38,6,P-8206,117,31.03,3630.51
SI-149,C-849,2016/1/12,862.44,40,1,P-3095,176,2.27,399.52
SI-149,C-849,2016/1/12,862.44,40,2,P-2090,108,9.61,1037.88
SI-515,C-504,2014/9/3,92123.07,13,1,P-3635,100,0.73,73.00
SI-515,C-504,2014/9/3,92123.07,13,2,P-9452,5,3.26,16.30
SI-515,C-504,2014/9/3,92123.07,13,3,P-4651,129,93.44,12053.76
SI-515,C-504,2014/9/3,92123.07,13,4,P-3237,108,855.00,92340.00
SI-515,C-504,2014/9/3,92123.07,13,5,P-2047,54,2.41,130.14
SI-515,C-504,2014/9/3,92123.07,13,6,P-0228,162,7.52,1218.24
SI-515,C-504,2014/9/3,92123.07,13,7,P-8477,127,0.45,57.15
SI-468,C-785,2014/3/8,110344.16,40,1,P-3165,101,5.33,538.33
SI-468,C-785,2014/3/8,110344.16,40,2,P-4651,121,93.44,11306.24
SI-468,C-785,2014/3/8,110344.16,40,3,P-8706,53,1.92,101.76
SI-468,C-785,2014/3/8,110344.16,40,4,P-0596,147,5.79,851.13
SI-468,C-785,2014/3/8,110344.16,40,5,P-2673,130,376.83,48987.90
SI-468,C-785,2014/3/8,110344.16,40,6,P-1324,17,0.70,11.90
SI-468,C-785,2014/3/8,110344.16,40,7,P-2668,207,0.78,161.46
SI-468,C-785,2014/3/8,110344.16,40,8,P-7621,101,15.17,1532.17
SI-468,C-785,2014/3/8,110344.16,40,9,P-8541,207,581.72,120416.04
SI-549,C-686,2015/9/10,41792.84,22,1,P-5911,165,1.93,318.45
SI-549,C-686,2015/9/10,41792.84,22,2,P-0770,90,31.69,2852.10
SI-549,C-686,2015/9/10,41792.84,22,3,P-7568,112,0.42,47.04
SI-549,C-686,2015/9/10,41792.84,22,4,P-3303,145,0.46,66.70
SI-549,C-686,2015/9/10,41792.84,22,5,P-7932,56,897.33,50250.48
SI-549,C-686,2015/9/10,41792.84,22,6,P-2047,19,2.41,45.79
SI-182,C-496,2016/6/13,3369.90,32,1,P-6801,115,0.48,55.20
SI-182,C-496,2016/6/13,3369.90,32,2,P-2822,77,60.97,4694.69
SI-182,C-496,2016/6/13,3369.90,32,3,P-3698,166,1.24,205.84
SI-945,C-440,2015/7/8,105326.71,15,1,P-2047,55,2.41,132.55
SI-945,C-440,2015/7/8,105326.71,15,2,P-2668,11,0.78,8.58
SI-945,C-440,2015/7/8,105326.71,15,3,P-2549,174,99.72,17351.28
SI-945,C-440,2015/7/8,105326.71,15,4,P-2673,141,376.83,53133.03
SI-945,C-440,2015/7/8,105326.71,15,5,P-3158,75,608.51,45638.25
SI-945,C-440,2015/7/8,105326.71,15,6,P-6278,61,0.07,4.27
SI-945,C-440,2015/7/8,105326.71,15,7,P-8016,212,0.27,57.24
SI-945,C-440,2015/7/8,105326.71,15,8,P-9828,218,34.81,7588.58
SI-935,C-237,2014/7/13,113577.57,39,1,P-4651,23,93.44,2149.12
SI-935,C-237,2014/7/13,113577.57,39,2,P-8099,167,0.06,10.02
SI-935,C-237,2014/7/13,113577.57,39,3,P-6936,113,556.30,62861.90
SI-935,C-237,2014/7/13,113577.57,39,4,P-4957,122,70.47,8597.34
SI-935,C-237,2014/7/13,113577.57,39,5,P-3158,185,608.51,112574.35
SI-357,C-351,2015/5/5,47428.99,34,1,P-0228,91,7.52,684.32
SI-357,C-351,2015/5/5,47428.99,34,2,P-2313,101,2.59,261.59
SI-357,C-351,2015/5/5,47428.99,34,3,P-6098,111,23.17,2571.87
SI-357,C-351,2015/5/5,47428.99,34,4,P-4590,165,386.97,63850.05
SI-357,C-351,2015/5/5,47428.99,34,5,P-5284,84,1.58,132.72
SI-357,C-351,2015/5/5,47428.99,34,6,P-9452,147,3.26,479.22
SI-357,C-351,2015/5/5,47428.99,34,7,P-8477,109,0.45,49.05
SI-357,C-351,2015/5/5,47428.99,34,8,P-0770,56,31.69,1774.64
SI-357,C-351,2015/5/5,47428.99,34,9,P-8160,143,4.31,616.33
SI-357,C-351,2015/5/5,47428.99,34,10,P-7849,48,0.51,24.48
SI-357,C-351,2015/5/5,47428.99,34,11,P-8099,148,0.06,8.88
SI-357,C-351,2015/5/5,47428.99,34,12,P-2479,144,0.54,77.76
SI-357,C-351,2015/5/5,47428.99,34,13,P-1818,160,8.32,1331.20
SI-424,C-451,2016/9/20,78620.16,44,1,P-8016,164,0.27,44.28
SI-424,C-451,2016/9/20,78620.16,44,2,P-0759,163,0.65,105.95
SI-424,C-451,2016/9/20,78620.16,44,3,P-2673,204,376.83,76873.32
SI-424,C-451,2016/9/20,78620.16,44,4,P-4957,166,70.47,11698.02
SI-424,C-451,2016/9/20,78620.16,44,5,P-5284,64,1.58,101.12
SI-424,C-451,2016/9/20,78620.16,44,6,P-9520,68,688.75,46835.00
SI-424,C-451,2016/9/20,78620.16,44,7,P-1324,53,0.70,37.10
SI-424,C-451,2016/9/20,78620.16,44,8,P-6278,187,0.07,13.09
SI-424,C-451,2016/9/20,78620.16,44,9,P-0640,120,37.25,4470.00
SI-424,C-451,2016/9/20,78620.16,44,10,P-9452,41,3.26,133.66
SI-424,C-451,2016/9/20,78620.16,44,11,P-6801,170,0.48,81.60
SI-916,C-114,2015/1/15,464.66,14,1,P-2822,8,60.97,487.76
SI-916,C-114,2015/1/15,464.66,14,2,P-1198,74,0.71,52.54
SI-843,C-207,2014/3/25,184.84,27,1,P-3083,211,1.20,253.20
SI-433,C-849,2016/12/17,117404.20,47,1,P-8541,71,581.72,41302.12
SI-433,C-849,2016/12/17,117404.20,47,2,P-2047,215,2.41,518.15
SI-433,C-849,2016/12/17,117404.20,47,3,P-3158,191,608.51,116225.41
SI-433,C-849,2016/12/17,117404.20,47,4,P-4000,170,0.18,30.60
SI-433,C-849,2016/12/17,117404.20,47,5,P-1141,162,7.42,1202.04
SI-433,C-849,2016/12/17,117404.20,47,6,P-9828,94,34.81,3272.14
SI-433,C-849,2016/12/17,117404.20,47,7,P-2154,128,15.62,1999.36
SI-433,C-849,2016/12/17,117404.20,47,8,P-9452,69,3.26,224.94
SI-433,C-849,2016/12/17,117404.20,47,9,P-6936,102,556.30,56742.60
SI-588,C-419,2014/7/2,60671.59,32,1,P-5027,29,1.18,34.22
SI-588,C-419,2014/7/2,60671.59,32,2,P-3365,160,81.51,13041.60
SI-588,C-419,2014/7/2,60671.59,32,3,P-5284,137,1.58,216.46
SI-588,C-419,2014/7/2,60671.59,32,4,P-9452,71,3.26,231.46
SI-588,C-419,2014/7/2,60671.59,32,5,P-4693,66,1.40,92.40
SI-588,C-419,2014/7/2,60671.59,32,6,P-4775,65,59.89,3892.85
SI-588,C-419,2014/7/2,60671.59,32,7,P-2161,41,173.62,7118.42
SI-588,C-419,2014/7/2,60671.59,32,8,P-8866,187,324.27,60638.49
SI-588,C-419,2014/7/2,60671.59,32,9,P-9828,60,34.81,2088.60
SI-588,C-419,2014/7/2,60671.59,32,10,P-2763,97,7.54,731.38
SI-588,C-419,2014/7/2,60671.59,32,11,P-2090,58,9.61,557.38
SI-588,C-419,2014/7/2,60671.59,32,12,P-1314,193,0.61,117.73
SI-588,C-419,2014/7/2,60671.59,32,13,P-1818,52,8.32,432.64
SI-588,C-419,2014/7/2,60671.59,32,14,P-4758,101,0.29,29.29
SI-364,C-451,2014/6/20,32250.53,47,1,P-5453,105,9.59,1006.95
SI-364,C-451,2014/6/20,32250.53,47,2,P-0228,191,7.52,1436.32
SI-364,C-451,2014/6/20,32250.53,47,3,P-2090,39,9.61,374.79
SI-364,C-451,2014/6/20,32250.53,47,4,P-8541,98,581.72,57008.56
SI-364,C-451,2014/6/20,32250.53,47,5,P-9889,1,92.19,92.19
SI-364,C-451,2014/6/20,32250.53,47,6,P-2402,149,6.25,931.25
SI-358,C-000,2015/6/9,117225.85,23,1,P-6936,163,556.30,90676.90
SI-358,C-000,2015/6/9,117225.85,23,2,P-8941,65,0.77,50.05
SI-358,C-000,2015/6/9,117225.85,23,3,P-0759,214,0.65,139.10
SI-358,C-000,2015/6/9,117225.85,23,4,P-1618,21,0.02,0.42
